Geneid	AML_PB.bam	CD34_PB.bam
ENSG00000258634	488	7
ENSG00000271914	0	0
ENSG00000233557	0	0
ENSG00000237897	4	153
ENSG00000116299	28	20
ENSG00000137962	4	20
ENSG00000230881	1	0
ENSG00000227832	0	0
ENSG00000198691	0	0
ENSG00000286692	0	0
ENSG00000236674	0	1
ENSG00000260464	115	37
ENSG00000237435	0	0
ENSG00000232825	0	0
ENSG00000231996	2	0
ENSG00000273204	3	11
ENSG00000079739	1554	1033
ENSG00000242396	0	0
ENSG00000117154	1	0
ENSG00000162377	1369	260
ENSG00000224613	8	0
ENSG00000176378	0	0
ENSG00000116670	3092	1472
ENSG00000215871	2	33
ENSG00000287372	1	0
ENSG00000232542	2	0
ENSG00000231095	0	5
ENSG00000116774	13	1
ENSG00000224081	60	11
ENSG00000235299	2	37
ENSG00000287756	23	0
ENSG00000269113	0	2
ENSG00000284652	2	0
ENSG00000023909	105	562
ENSG00000117133	4385	1288
ENSG00000069702	62	13
ENSG00000232185	1	50
ENSG00000230489	32	29
ENSG00000230721	57	154
ENSG00000228399	6	54
ENSG00000236776	0	1
ENSG00000285928	53	0
ENSG00000224685	0	0
ENSG00000287076	0	0
ENSG00000237480	0	0
ENSG00000117461	110	343
ENSG00000271252	0	0
ENSG00000230427	0	1
ENSG00000237003	14	10
ENSG00000235794	0	0
ENSG00000286758	0	0
ENSG00000235501	1	95
ENSG00000237337	0	0
ENSG00000233184	570	492
ENSG00000233983	0	0
ENSG00000198198	3455	524
ENSG00000225183	1	0
ENSG00000230402	0	0
ENSG00000116793	1783	4901
ENSG00000286899	13	25
ENSG00000134201	14	1131
ENSG00000238122	1	37
ENSG00000260879	0	0
ENSG00000116455	639	916
ENSG00000213366	6579	4911
ENSG00000230864	0	0
ENSG00000283354	0	0
ENSG00000232918	0	0
ENSG00000236360	2	2
ENSG00000183298	1065	1229
ENSG00000234332	35	239
ENSG00000117525	407	106
ENSG00000099260	5	0
ENSG00000225079	4	0
ENSG00000226483	1	0
ENSG00000224238	0	5
ENSG00000229537	0	0
ENSG00000282608	15	13
ENSG00000162699	0	0
ENSG00000134258	1	0
ENSG00000268993	8	1
ENSG00000162692	21	2
ENSG00000203914	15	159
ENSG00000227070	6	8
ENSG00000270457	0	0
ENSG00000163349	26421	1733
ENSG00000203858	0	0
ENSG00000134222	92	42
ENSG00000231987	0	0
ENSG00000228057	62	146
ENSG00000261593	0	0
ENSG00000224445	0	0
ENSG00000267272	115	59
ENSG00000229842	0	0
ENSG00000270631	0	0
ENSG00000237343	28	15
ENSG00000229201	0	0
ENSG00000181656	103	0
ENSG00000122481	185	92
ENSG00000198162	3962	1036
ENSG00000238198	24	14
ENSG00000233593	18	0
ENSG00000196369	5616	680
ENSG00000171517	1575	3
ENSG00000228852	13	2
ENSG00000234367	31	26
ENSG00000225206	1	0
ENSG00000203864	0	0
ENSG00000233482	0	0
ENSG00000271644	32	49
ENSG00000230250	0	0
ENSG00000232622	1	0
ENSG00000117543	1995	216
ENSG00000287374	4	2
ENSG00000232878	4	2
ENSG00000143079	151	201
ENSG00000227963	40	5
ENSG00000275064	29	43
ENSG00000134243	230	388
ENSG00000225297	1	3
ENSG00000227034	10	195
ENSG00000232450	28	41
ENSG00000283752	0	49
ENSG00000223575	5	29
ENSG00000230768	0	2
ENSG00000271578	0	0
ENSG00000134250	7895	4869
ENSG00000234790	1	0
ENSG00000162643	8	16
ENSG00000235527	30	146
ENSG00000235202	0	0
ENSG00000272715	0	0
ENSG00000235038	1	0
ENSG00000143093	3913	1422
ENSG00000271291	0	0
ENSG00000188761	83	5
ENSG00000226415	1465	3812
ENSG00000085491	1740	650
ENSG00000117598	0	0
ENSG00000221986	1	0
ENSG00000173947	29	17
ENSG00000241361	0	3
ENSG00000230434	0	0
ENSG00000226067	1596	233
ENSG00000230718	0	0
ENSG00000134198	104	3677
ENSG00000235595	4	1
ENSG00000226053	0	0
ENSG00000226128	0	0
ENSG00000215784	685	90
ENSG00000155363	2175	2670
ENSG00000198799	1765	589
ENSG00000279513	7	10
ENSG00000231365	317	255
ENSG00000143106	3809	1190
ENSG00000117620	1718	608
ENSG00000280186	16	3
ENSG00000280099	0	0
ENSG00000277199	0	0
ENSG00000234222	109	38
ENSG00000223906	0	0
ENSG00000162688	1387	558
ENSG00000197106	10	2
ENSG00000259946	0	0
ENSG00000271601	1139	699
ENSG00000236137	15	4
ENSG00000203859	1	0
ENSG00000228086	4	5
ENSG00000213421	24	86
ENSG00000134242	2542	989
ENSG00000234020	1	0
ENSG00000060718	77	0
ENSG00000236804	16	61
ENSG00000231072	51	56
ENSG00000273406	2	5
ENSG00000276216	20	379
ENSG00000185946	1968	1676
ENSG00000162627	0	70
ENSG00000134262	2065	1201
ENSG00000226715	295	34
ENSG00000186141	1945	1548
ENSG00000031698	4055	2157
ENSG00000162695	1564	1256
ENSG00000233586	19	8
ENSG00000226419	110	143
ENSG00000134184	239	1879
ENSG00000273825	1	0
ENSG00000286620	2	0
ENSG00000265808	3443	1634
ENSG00000162601	6652	949
ENSG00000261290	0	0
ENSG00000271810	1	1
ENSG00000272031	155	36
ENSG00000275129	12	47
ENSG00000225923	0	3
ENSG00000174332	4	0
ENSG00000134247	10	0
ENSG00000215866	17	6
ENSG00000187481	0	0
ENSG00000226835	2	0
ENSG00000116752	2156	1772
ENSG00000162664	8015	2431
ENSG00000236866	1	1
ENSG00000286172	0	19
ENSG00000134253	804	272
ENSG00000277655	0	0
ENSG00000233730	15	168
ENSG00000223416	5232	921
ENSG00000213226	0	1
ENSG00000179571	4	3
ENSG00000231752	2270	718
ENSG00000227850	16	109
ENSG00000243967	0	4
ENSG00000235777	0	5
ENSG00000260246	5	6
ENSG00000173218	20	566
ENSG00000168509	1	3
ENSG00000285532	0	0
ENSG00000278182	7	47
ENSG00000226755	0	0
ENSG00000232650	0	0
ENSG00000121933	11	0
ENSG00000183508	6547	843
ENSG00000227712	1	2
ENSG00000174827	119	9
ENSG00000234225	0	4
ENSG00000277095	0	0
ENSG00000236806	11	0
ENSG00000272150	1616	1048
ENSG00000234283	0	8
ENSG00000237188	13	0
ENSG00000278431	0	0
ENSG00000227212	17	4
ENSG00000270231	8031	3005
ENSG00000232780	0	0
ENSG00000136631	2482	1223
ENSG00000274927	1	45
ENSG00000261737	31	127
ENSG00000264145	0	0
ENSG00000286019	70	331
ENSG00000258673	1	0
ENSG00000238256	0	0
ENSG00000265491	3322	741
ENSG00000198765	0	0
ENSG00000224335	0	0
ENSG00000287190	1	164
ENSG00000277702	40	173
ENSG00000143398	8094	335
ENSG00000236140	11	22
ENSG00000228084	3	7
ENSG00000225075	20	18
ENSG00000196505	976	640
ENSG00000117360	5913	1666
ENSG00000154451	643	2022
ENSG00000225871	22	42
ENSG00000223489	0	4
ENSG00000118655	673	156
ENSG00000230546	0	0
ENSG00000269713	3704	1939
ENSG00000213262	1	2
ENSG00000274423	59	141
ENSG00000285554	177	4
ENSG00000232536	0	9
ENSG00000287015	2	0
ENSG00000256374	3	133
ENSG00000268043	7485	2821
ENSG00000241720	0	0
ENSG00000116489	6121	4295
ENSG00000235526	0	0
ENSG00000228347	11	427
ENSG00000276975	23	45
ENSG00000236012	1	18
ENSG00000270911	13	9
ENSG00000272824	5	0
ENSG00000155367	33	35
ENSG00000134200	0	3
ENSG00000143442	8386	882
ENSG00000234257	0	0
ENSG00000274019	0	0
ENSG00000118292	974	53
ENSG00000231128	6	32
ENSG00000065183	807	759
ENSG00000235942	0	0
ENSG00000023902	15471	1648
ENSG00000227082	12	0
ENSG00000228626	1	0
ENSG00000226126	1	88
ENSG00000163393	270	180
ENSG00000131778	496	273
ENSG00000163156	3974	1159
ENSG00000143631	17	0
ENSG00000254539	123	9
ENSG00000159377	12034	2139
ENSG00000270339	0	64
ENSG00000156150	2	0
ENSG00000169469	0	0
ENSG00000228453	0	1
ENSG00000274642	12	54
ENSG00000177551	0	3
ENSG00000197323	5583	2409
ENSG00000213244	77	15
ENSG00000233029	29	12
ENSG00000237975	17	5
ENSG00000261168	6	6
ENSG00000287980	0	0
ENSG00000226716	0	0
ENSG00000229283	0	0
ENSG00000271419	0	0
ENSG00000244094	0	0
ENSG00000178104	15414	2155
ENSG00000226172	0	0
ENSG00000079335	2854	992
ENSG00000143119	15013	5975
ENSG00000285215	31	53
ENSG00000227733	2	26
ENSG00000237278	0	0
ENSG00000226167	127	28
ENSG00000285062	0	0
ENSG00000117362	9887	259
ENSG00000160685	3727	74
ENSG00000233432	0	23
ENSG00000227700	0	0
ENSG00000229911	0	0
ENSG00000224481	18	13
ENSG00000143520	3	0
ENSG00000171943	4941	743
ENSG00000196734	0	0
ENSG00000270719	0	0
ENSG00000155761	11	58
ENSG00000159208	47	26
ENSG00000143373	7290	79
ENSG00000230806	7	11
ENSG00000116830	2858	1310
ENSG00000143556	0	0
ENSG00000286219	1239	931
ENSG00000227242	62	242
ENSG00000234422	0	0
ENSG00000163218	0	15
ENSG00000231246	0	0
ENSG00000227056	15	1
ENSG00000173207	2572	611
ENSG00000143614	7298	583
ENSG00000227091	0	0
ENSG00000236427	15	0
ENSG00000169418	5	1
ENSG00000285946	0	0
ENSG00000214204	39	136
ENSG00000081026	64	120
ENSG00000232093	37	17
ENSG00000225650	1	1
ENSG00000227179	2	0
ENSG00000229035	0	0
ENSG00000116473	4157	825
ENSG00000085465	165	38
ENSG00000224965	30	0
ENSG00000271380	54	50
ENSG00000228127	1	0
ENSG00000226984	8	7
ENSG00000226822	33	59
ENSG00000197364	0	0
ENSG00000273481	3	0
ENSG00000186150	0	1
ENSG00000143554	2738	564
ENSG00000143458	2320	187
ENSG00000230932	0	0
ENSG00000224363	3	10
ENSG00000223861	53	191
ENSG00000118298	315	9
ENSG00000143595	2	14
ENSG00000073754	4	0
ENSG00000143546	370	18631
ENSG00000233712	0	0
ENSG00000228826	0	0
ENSG00000233907	0	0
ENSG00000225036	0	0
ENSG00000237842	28	427
ENSG00000228420	2	2
ENSG00000275296	0	0
ENSG00000233839	22	41
ENSG00000261595	1	0
ENSG00000250890	0	0
ENSG00000232240	0	0
ENSG00000143416	278	52
ENSG00000227217	0	0
ENSG00000272583	13	13
ENSG00000231827	28	1
ENSG00000280649	569	233
ENSG00000260948	84	4
ENSG00000131781	1008	546
ENSG00000286106	41	187
ENSG00000276509	33	20
ENSG00000223599	16	39
ENSG00000121851	1543	817
ENSG00000233792	1	0
ENSG00000283342	2	2
ENSG00000226026	0	3
ENSG00000224645	0	0
ENSG00000230921	0	0
ENSG00000286151	4	534
ENSG00000234388	0	0
ENSG00000134202	13	325
ENSG00000285184	46	10
ENSG00000235015	0	0
ENSG00000278273	2	53
ENSG00000271736	41	3
ENSG00000235988	18	1
ENSG00000233717	1	2
ENSG00000231551	234	136
ENSG00000163220	315	13503
ENSG00000224784	0	0
ENSG00000227295	47	63
ENSG00000163155	196	17
ENSG00000163216	0	0
ENSG00000143603	9	1
ENSG00000270392	207	84
ENSG00000160688	2256	1581
ENSG00000233008	3	17
ENSG00000243613	0	0
ENSG00000224520	1	9
ENSG00000116459	5850	3612
ENSG00000271121	713	602
ENSG00000241975	118	44
ENSG00000271143	0	0
ENSG00000163344	1843	1062
ENSG00000162738	53	79
ENSG00000270976	0	0
ENSG00000228217	411	1165
ENSG00000270342	0	0
ENSG00000143552	21	13
ENSG00000186364	336	362
ENSG00000246203	171	32
ENSG00000175984	14	18
ENSG00000143127	118	13
ENSG00000186844	0	0
ENSG00000231100	0	0
ENSG00000241794	0	0
ENSG00000203783	0	0
ENSG00000143549	54950	23565
ENSG00000116824	116	17
ENSG00000235887	0	0
ENSG00000235795	9	15
ENSG00000237460	0	0
ENSG00000236327	0	3
ENSG00000233337	10	6
ENSG00000088035	637	839
ENSG00000223804	511	571
ENSG00000232671	66	32
ENSG00000236887	44	267
ENSG00000163354	183	10
ENSG00000230779	11	9
ENSG00000163206	1	0
ENSG00000024526	348	118
ENSG00000236480	31	214
ENSG00000235756	0	0
ENSG00000225603	29	110
ENSG00000173810	3	54
ENSG00000273136	5188	1926
ENSG00000162825	3794	1458
ENSG00000235005	0	0
ENSG00000271890	0	0
ENSG00000169474	0	0
ENSG00000238107	2	0
ENSG00000198019	444	135
ENSG00000286005	0	0
ENSG00000227425	0	2
ENSG00000233222	0	0
ENSG00000225279	3	5
ENSG00000237976	288	236
ENSG00000281571	633	266
ENSG00000229101	0	1
ENSG00000224927	0	0
ENSG00000239216	0	0
ENSG00000163352	0	0
ENSG00000283360	11	2
ENSG00000270361	4	22
ENSG00000283227	0	0
ENSG00000225670	2	7
ENSG00000258465	14	10
ENSG00000288460	0	0
ENSG00000117262	1962	1832
ENSG00000203782	7	0
ENSG00000227907	1	0
ENSG00000229002	0	0
ENSG00000163263	4	2
ENSG00000274265	1268	1109
ENSG00000284700	1	0
ENSG00000237076	0	0
ENSG00000143624	9229	1871
ENSG00000253831	69	243
ENSG00000287979	61	778
ENSG00000227970	0	0
ENSG00000223345	161	937
ENSG00000163221	20	2127
ENSG00000271567	7	144
ENSG00000270629	8267	2178
ENSG00000261055	3	8
ENSG00000231613	0	0
ENSG00000137947	3138	1126
ENSG00000233328	551	3871
ENSG00000231700	13	6
ENSG00000211451	59	1
ENSG00000236689	0	0
ENSG00000233589	10	6
ENSG00000234604	0	11
ENSG00000117586	1161	908
ENSG00000239887	0	22
ENSG00000175658	0	0
ENSG00000184330	0	0
ENSG00000014914	157	50
ENSG00000243960	9	6
ENSG00000230946	20	9
ENSG00000226028	7	5
ENSG00000227667	0	0
ENSG00000162728	7	0
ENSG00000229021	12	10
ENSG00000231029	2	0
ENSG00000223612	10	88
ENSG00000203825	1	1
ENSG00000184371	251	910
ENSG00000233449	0	0
ENSG00000242943	0	0
ENSG00000233203	2	1
ENSG00000232366	1	0
ENSG00000232499	222	394
ENSG00000143375	15	43
ENSG00000271425	5905	1984
ENSG00000232265	2	503
ENSG00000163154	404	116
ENSG00000232995	40	85
ENSG00000236957	0	0
ENSG00000143569	10831	4398
ENSG00000238087	0	0
ENSG00000227777	22	9
ENSG00000287218	12	6
ENSG00000235700	7	11
ENSG00000223945	12	3
ENSG00000230832	7	130
ENSG00000177173	65	110
ENSG00000244619	0	0
ENSG00000184148	1	0
ENSG00000228697	2	0
ENSG00000223656	1	1
ENSG00000277406	363	398
ENSG00000238022	0	0
ENSG00000231671	0	0
ENSG00000196184	1	0
ENSG00000162729	1345	1245
ENSG00000143158	2212	1453
ENSG00000237008	0	10
ENSG00000271092	15	23
ENSG00000230364	113	594
ENSG00000162739	317	32
ENSG00000238118	0	0
ENSG00000203785	0	0
ENSG00000276118	1	14
ENSG00000232148	0	0
ENSG00000287607	1	16
ENSG00000159516	0	0
ENSG00000278811	121	630
ENSG00000117281	93	1
ENSG00000000460	976	292
ENSG00000249730	0	0
ENSG00000188859	1	17
ENSG00000271439	0	0
ENSG00000264522	198	27
ENSG00000163564	62	29
ENSG00000275075	1	14
ENSG00000135862	89	344
ENSG00000232952	84	853
ENSG00000158473	281	46
ENSG00000227722	0	12
ENSG00000285636	1	0
ENSG00000285922	0	0
ENSG00000163191	693	2031
ENSG00000233411	0	0
ENSG00000215853	0	0
ENSG00000275801	1	0
ENSG00000143198	3082	867
ENSG00000203781	0	0
ENSG00000143318	56	3
ENSG00000143297	126	17
ENSG00000162736	7484	3939
ENSG00000117560	3	0
ENSG00000232188	0	0
ENSG00000232212	0	0
ENSG00000135823	2286	455
ENSG00000171722	0	0
ENSG00000143621	14334	9981
ENSG00000241042	1	0
ENSG00000143155	2797	1119
ENSG00000260322	2	0
ENSG00000213060	7	0
ENSG00000223495	0	0
ENSG00000241666	34	296
ENSG00000143156	240	1086
ENSG00000229612	1	44
ENSG00000198771	11636	4648
ENSG00000224943	0	0
ENSG00000225462	6	33
ENSG00000237756	0	0
ENSG00000116147	5	0
ENSG00000213064	12092	865
ENSG00000203307	1	1
ENSG00000143179	6221	734
ENSG00000271187	0	0
ENSG00000260360	80	24
ENSG00000224968	2	0
ENSG00000274562	0	0
ENSG00000276756	2	33
ENSG00000143315	1138	705
ENSG00000227094	0	0
ENSG00000286966	7	0
ENSG00000116199	1829	498
ENSG00000231175	0	0
ENSG00000143185	7	3
ENSG00000235145	21	11
ENSG00000007933	3	1
ENSG00000280778	0	0
ENSG00000116260	9576	934
ENSG00000117475	531	1751
ENSG00000272931	83	291
ENSG00000143340	0	2
ENSG00000143190	4271	1283
ENSG00000225475	4	490
ENSG00000213062	19	133
ENSG00000230898	0	0
ENSG00000234998	65	40
ENSG00000232223	0	1
ENSG00000232678	0	35
ENSG00000224698	0	39
ENSG00000159348	3328	1972
ENSG00000287697	18	80
ENSG00000075945	647	1197
ENSG00000235303	0	1
ENSG00000162779	11	9
ENSG00000273160	4	1
ENSG00000122432	140	36
ENSG00000234810	1	4
ENSG00000232750	3	2
ENSG00000224468	1	2
ENSG00000235628	0	0
ENSG00000224600	9	215
ENSG00000272419	246	536
ENSG00000232551	0	1
ENSG00000229785	2	57
ENSG00000092607	5	0
ENSG00000238270	0	0
ENSG00000285894	0	0
ENSG00000234425	7	1
ENSG00000236025	0	0
ENSG00000230687	0	0
ENSG00000230704	0	0
ENSG00000283255	0	0
ENSG00000227741	100	11
ENSG00000237049	0	20
ENSG00000269887	1	27
ENSG00000235082	35	297
ENSG00000286754	0	0
ENSG00000232751	4	7
ENSG00000254913	0	0
ENSG00000287831	0	27
ENSG00000236364	159	56
ENSG00000117091	957	79
ENSG00000235378	1	62
ENSG00000163209	0	0
ENSG00000229588	0	0
ENSG00000122218	5936	5566
ENSG00000143171	3	0
ENSG00000272033	50	5
ENSG00000275767	1	0
ENSG00000224718	0	0
ENSG00000047410	8105	4108
ENSG00000231992	1	0
ENSG00000270209	1	0
ENSG00000018625	3	0
ENSG00000171806	212	147
ENSG00000224261	167	401
ENSG00000287919	28	0
ENSG00000229914	5	2
ENSG00000213088	3	3
ENSG00000198574	11	0
ENSG00000203739	329	226
ENSG00000233882	0	0
ENSG00000198358	3	7
ENSG00000229407	0	0
ENSG00000235575	1	1
ENSG00000134216	0	0
ENSG00000234761	1	0
ENSG00000230748	0	0
ENSG00000254154	30	2
ENSG00000286600	0	0
ENSG00000162694	407	683
ENSG00000163207	0	0
ENSG00000132716	7822	2479
ENSG00000288574	0	0
ENSG00000238108	0	0
ENSG00000214262	0	0
ENSG00000183853	15	16
ENSG00000143401	5929	1808
ENSG00000215835	473	1597
ENSG00000118197	1663	499
ENSG00000135842	1140	767
ENSG00000227621	2	45
ENSG00000229258	0	0
ENSG00000287472	0	0
ENSG00000227776	0	0
ENSG00000198734	12	46
ENSG00000242193	673	177
ENSG00000077152	658	187
ENSG00000241318	9	13
ENSG00000143164	2609	1274
ENSG00000271546	0	0
ENSG00000255148	4	0
ENSG00000133048	16	44
ENSG00000229699	0	0
ENSG00000228238	3	0
ENSG00000232393	18	318
ENSG00000121454	86	16
ENSG00000126070	3146	832
ENSG00000275140	57	140
ENSG00000184155	0	0
ENSG00000163157	175	14
ENSG00000224308	0	0
ENSG00000117036	9237	2986
ENSG00000058085	0	0
ENSG00000188460	191	2115
ENSG00000260088	12	19
ENSG00000287978	283	127
ENSG00000183155	822	392
ENSG00000117533	3001	1401
ENSG00000116815	2219	880
ENSG00000225487	1	24
ENSG00000224620	0	0
ENSG00000232917	0	35
ENSG00000233057	529	3044
ENSG00000237131	0	0
ENSG00000116741	1216	3967
ENSG00000233946	0	0
ENSG00000122482	2551	1970
ENSG00000215861	69	99
ENSG00000123843	1	7
ENSG00000143167	192	23
ENSG00000143184	37	5
ENSG00000231966	6	0
ENSG00000203685	3	2
ENSG00000131788	1411	1583
ENSG00000176320	3	1
ENSG00000260976	0	0
ENSG00000235215	3	0
ENSG00000223450	9	4
ENSG00000233771	170	4
ENSG00000171786	31	0
ENSG00000224691	0	1
ENSG00000286572	1	0
ENSG00000272880	0	0
ENSG00000235101	11	0
ENSG00000228215	0	5
ENSG00000177807	2	0
ENSG00000163485	0	0
ENSG00000123838	0	1
ENSG00000000971	15	1467
ENSG00000233626	1	0
ENSG00000185495	260	517
ENSG00000233691	1	5
ENSG00000283518	0	2
ENSG00000118200	92	9
ENSG00000271527	0	0
ENSG00000143228	600	177
ENSG00000235827	0	2
ENSG00000231615	3	3
ENSG00000231714	0	0
ENSG00000174514	115	100
ENSG00000143178	322	129
ENSG00000162409	1	2
ENSG00000224837	115	372
ENSG00000231547	0	0
ENSG00000116833	3	2
ENSG00000272205	27	4
ENSG00000227740	21	1
ENSG00000135824	0	0
ENSG00000260990	0	0
ENSG00000000457	953	723
ENSG00000286185	6	0
ENSG00000143507	21407	4404
ENSG00000285638	0	0
ENSG00000226520	0	1
ENSG00000198483	3	74
ENSG00000143367	5	417
ENSG00000260021	3	3
ENSG00000284592	0	0
ENSG00000230987	1	3
ENSG00000232527	52	275
ENSG00000275392	0	0
ENSG00000215833	0	12
ENSG00000229291	0	0
ENSG00000228167	0	7
ENSG00000225325	0	0
ENSG00000223344	0	0
ENSG00000276110	3	0
ENSG00000197959	97	207
ENSG00000228191	0	0
ENSG00000234775	2	2
ENSG00000133063	24	17
ENSG00000229961	2	0
ENSG00000180999	7	0
ENSG00000150732	0	0
ENSG00000234277	0	56
ENSG00000203784	0	0
ENSG00000157064	1	0
ENSG00000288139	0	0
ENSG00000203666	2854	572
ENSG00000226015	318	795
ENSG00000215808	1	0
ENSG00000059588	24287	7349
ENSG00000265972	76059	22597
ENSG00000231512	2	3
ENSG00000143162	7447	6184
ENSG00000237379	1	0
ENSG00000275131	11725	1119
ENSG00000287452	0	1
ENSG00000232959	0	1
ENSG00000233791	19	46
ENSG00000159166	1	0
ENSG00000117153	1632	1364
ENSG00000122224	3686	172
ENSG00000243781	0	0
ENSG00000131779	798	580
ENSG00000228288	151	66
ENSG00000162782	0	4
ENSG00000238051	0	0
ENSG00000162704	9987	5455
ENSG00000233196	1	0
ENSG00000229220	0	0
ENSG00000279061	0	2
ENSG00000143653	10145	3549
ENSG00000135837	8878	1637
ENSG00000117595	6	24
ENSG00000230280	47	45
ENSG00000228560	0	0
ENSG00000158711	5454	569
ENSG00000227747	10	424
ENSG00000228081	5	33
ENSG00000228020	12	103
ENSG00000234975	282	11519
ENSG00000163444	7782	3073
ENSG00000162851	992	620
ENSG00000271427	10	7
ENSG00000261817	0	0
ENSG00000143353	244	360
ENSG00000197965	7476	1804
ENSG00000143493	1084	873
ENSG00000230777	68	154
ENSG00000179397	136	67
ENSG00000224540	0	21
ENSG00000117592	7814	4704
ENSG00000152904	462	520
ENSG00000186197	5	207
ENSG00000229067	21	4
ENSG00000271554	7	2
ENSG00000230231	0	1
ENSG00000271269	0	0
ENSG00000227711	0	0
ENSG00000261182	0	0
ENSG00000094963	0	0
ENSG00000228606	202	289
ENSG00000228879	9	1
ENSG00000227925	0	0
ENSG00000162670	1	0
ENSG00000225712	9	24
ENSG00000226565	1	0
ENSG00000159176	3131	2925
ENSG00000162761	39	0
ENSG00000143199	30	3
ENSG00000236523	6	217
ENSG00000223353	0	0
ENSG00000117479	162	611
ENSG00000179930	0	0
ENSG00000007908	0	0
ENSG00000092978	1215	591
ENSG00000143499	1895	339
ENSG00000278467	36	53
ENSG00000163518	0	0
ENSG00000243155	18	3
ENSG00000188404	14483	42764
ENSG00000233693	0	8
ENSG00000227735	2	0
ENSG00000232864	4	1
ENSG00000243062	0	0
ENSG00000143196	0	0
ENSG00000283174	32	0
ENSG00000228504	0	0
ENSG00000237463	3	0
ENSG00000274702	0	0
ENSG00000224462	0	0
ENSG00000226211	0	0
ENSG00000236942	60	88
ENSG00000287205	0	0
ENSG00000238005	612	47
ENSG00000203697	2	1
ENSG00000116574	98	12
ENSG00000287929	0	0
ENSG00000186283	4693	1496
ENSG00000159346	6260	4286
ENSG00000160856	170	55
ENSG00000224896	0	0
ENSG00000226292	12	11
ENSG00000121481	1487	782
ENSG00000227940	0	0
ENSG00000227181	0	0
ENSG00000117139	17988	10099
ENSG00000143248	47	28
ENSG00000230623	0	4
ENSG00000278455	58	1
ENSG00000132704	65	24
ENSG00000258082	277	25
ENSG00000224810	0	0
ENSG00000162814	4	43
ENSG00000231768	10	1
ENSG00000163435	136	6
ENSG00000225172	12	6
ENSG00000261642	0	0
ENSG00000228239	0	0
ENSG00000237283	0	0
ENSG00000116132	1	0
ENSG00000282221	0	0
ENSG00000238042	10	0
ENSG00000242757	0	0
ENSG00000271475	0	0
ENSG00000231877	451	1
ENSG00000116679	4052	5228
